flight_distance,departure_delay_in_minutes,age,gender,customer_type,type_of_travel,class,inflight_wifi_service,departure/arrival_time_convenient,ease_of_online_booking,gate_location,food_and_drink,online_boarding,seat_comfort,inflight_entertainment,on-board_service,leg_room_service,baggage_handling,checkin_service,inflight_service,cleanliness,satisfaction
1726,1,43,Female,Loyal Customer,Business travel,Business,4,4,4,4,2,5,4,4,4,4,4,4,4,3,1
1076,15,39,Male,Loyal Customer,Personal Travel,Eco,3,4,3,2,3,3,1,3,5,3,5,4,5,3,0
391,3,59,Male,Loyal Customer,Personal Travel,Eco,2,4,2,5,2,2,1,2,3,4,4,3,4,2,0
2948,11,34,Male,Loyal Customer,Business travel,Business,1,1,1,1,4,5,4,4,4,4,4,5,4,3,1
151,0,54,Female,Loyal Customer,Business travel,Business,2,2,2,2,3,3,3,4,4,4,2,4,4,1,0
563,46,63,Female,Loyal Customer,Personal Travel,Eco,2,2,1,4,2,3,3,2,2,1,2,2,2,1,0
612,21,60,Male,Loyal Customer,Business travel,Business,4,4,4,4,2,4,5,5,5,5,5,5,5,5,1
2562,0,23,Male,Loyal Customer,Business travel,Business,3,3,3,3,5,5,5,5,2,4,1,5,4,5,1
1802,1,55,Female,Loyal Customer,Business travel,Business,3,3,3,3,2,4,5,4,4,4,4,3,4,4,1
2889,0,48,Male,Loyal Customer,Business travel,Business,5,5,2,5,4,4,5,5,5,4,5,4,5,4,1
1749,84,34,Male,Loyal Customer,Business travel,Business,1,1,1,1,5,3,5,4,4,4,4,4,4,3,1
550,23,44,Male,Loyal Customer,Business travel,Eco,3,2,2,2,4,3,4,4,3,3,4,2,4,4,0
2173,36,66,Female,Loyal Customer,Personal Travel,Eco,1,2,1,3,4,3,2,4,4,1,4,3,4,4,0
675,3,21,Male,disloyal Customer,Business travel,Eco,3,3,3,3,1,3,1,1,4,1,3,4,3,1,0
1533,0,31,Female,Loyal Customer,Business travel,Business,4,4,4,4,5,5,5,5,5,2,4,1,4,5,1
294,0,55,Female,Loyal Customer,Business travel,Business,0,0,0,4,3,4,4,1,1,1,1,5,1,5,1
1865,13,17,Male,Loyal Customer,Personal Travel,Eco,1,2,1,2,4,1,4,4,4,1,2,4,2,4,0
147,4,24,Female,disloyal Customer,Business travel,Eco,4,5,3,1,5,3,5,5,3,1,1,2,4,5,1
1337,10,51,Female,Loyal Customer,Personal Travel,Eco,2,5,2,1,5,4,5,2,2,2,2,4,2,3,0
2287,0,52,Male,Loyal Customer,Business travel,Business,2,5,5,5,1,2,2,2,2,2,2,3,2,4,0
842,0,15,Female,Loyal Customer,Personal Travel,Eco,2,4,2,1,5,2,5,5,5,3,4,4,5,5,0
1197,0,51,Female,Loyal Customer,Business travel,Business,5,5,5,5,3,4,5,5,5,5,5,3,5,3,1
712,0,40,Male,disloyal Customer,Business travel,Eco,1,1,1,3,3,1,3,3,2,3,3,3,3,3,0
3268,0,52,Female,Loyal Customer,Business travel,Business,4,1,1,1,3,4,3,4,4,4,4,4,4,3,0
1500,9,28,Female,Loyal Customer,Business travel,Business,3,3,3,3,4,4,4,4,5,5,4,3,4,4,1
594,1,18,Female,Loyal Customer,Business travel,Eco Plus,1,1,1,1,1,1,2,1,3,3,4,2,4,1,0
510,14,26,Male,disloyal Customer,Business travel,Business,4,4,4,3,4,4,2,4,4,3,5,5,4,4,1
3243,0,30,Female,Loyal Customer,Business travel,Business,2,2,3,2,4,4,4,4,4,5,3,4,3,4,1
692,0,59,Female,Loyal Customer,Business travel,Eco,5,2,3,3,1,5,1,4,4,5,4,3,4,5,1
102,0,52,Male,Loyal Customer,Personal Travel,Eco Plus,3,3,3,1,2,3,2,2,2,5,1,5,5,2,0
356,0,45,Female,disloyal Customer,Business travel,Business,2,2,2,3,3,2,3,3,3,4,4,3,4,3,0
764,0,70,Male,Loyal Customer,Personal Travel,Eco,3,4,3,3,1,3,3,1,4,5,5,3,5,1,0
491,21,58,Male,Loyal Customer,Business travel,Business,2,2,5,2,2,4,5,5,5,5,5,4,5,5,1
209,40,43,Female,Loyal Customer,Personal Travel,Eco,3,3,3,3,3,3,4,5,5,3,5,3,5,2,0
351,0,24,Female,Loyal Customer,Personal Travel,Eco,4,5,4,5,4,4,4,4,4,4,4,4,4,4,0
547,0,49,Female,Loyal Customer,Business travel,Business,2,5,5,5,4,3,3,2,2,2,2,4,2,3,0
3960,0,61,Male,Loyal Customer,Business travel,Business,2,2,2,2,4,5,5,5,5,5,5,3,5,5,1
657,0,40,Female,Loyal Customer,Business travel,Eco,4,4,4,4,4,4,4,4,2,1,3,2,3,4,1
2703,5,78,Male,Loyal Customer,Business travel,Business,3,4,4,4,1,4,4,3,3,3,3,2,3,3,0
3747,0,54,Male,Loyal Customer,Business travel,Business,3,2,3,3,3,3,3,4,4,4,4,3,4,5,1
1400,0,67,Female,Loyal Customer,Business travel,Business,4,3,4,3,2,3,3,4,4,4,4,3,4,2,0
978,0,16,Female,Loyal Customer,Business travel,Eco Plus,0,4,0,2,3,0,3,3,1,1,1,1,5,3,1
102,23,50,Male,Loyal Customer,Business travel,Business,4,4,4,4,2,5,4,4,4,4,5,4,4,5,1
1371,9,29,Female,disloyal Customer,Business travel,Business,0,1,1,3,4,1,4,4,5,5,4,5,4,4,1
1024,0,28,Female,Loyal Customer,Business travel,Business,1,1,1,1,4,4,4,4,5,3,5,5,4,4,1
2158,0,39,Female,Loyal Customer,Business travel,Business,3,3,3,3,5,5,4,5,5,5,5,5,5,3,1
325,4,58,Male,Loyal Customer,Business travel,Business,2,2,2,2,2,4,4,4,4,4,4,3,4,5,1
529,0,22,Female,Loyal Customer,Personal Travel,Eco,3,5,3,4,3,3,3,3,3,5,4,5,5,3,0
423,36,69,Female,disloyal Customer,Business travel,Business,4,4,4,3,1,4,1,1,4,5,4,4,5,1,0
775,4,56,Male,Loyal Customer,Business travel,Eco Plus,2,2,2,2,2,2,2,2,4,1,4,4,4,2,0
1020,0,38,Male,Loyal Customer,Business travel,Business,4,4,4,4,3,5,4,3,3,3,3,3,3,4,1
602,24,26,Female,disloyal Customer,Business travel,Eco,2,1,2,4,4,2,2,4,2,3,4,1,4,4,0
239,2,43,Male,disloyal Customer,Business travel,Eco,3,0,3,4,5,3,5,5,3,3,5,5,5,5,0
2466,2,47,Female,Loyal Customer,Business travel,Business,2,2,3,2,4,4,4,4,3,5,2,4,4,4,1
1294,22,21,Female,Loyal Customer,Personal Travel,Eco,1,4,1,1,5,1,5,5,5,2,4,4,5,5,0
409,1,34,Female,Loyal Customer,Personal Travel,Eco Plus,2,1,2,3,3,2,3,3,3,1,4,1,3,3,0
3258,8,38,Male,Loyal Customer,Business travel,Business,5,5,5,5,5,4,5,5,5,5,5,4,5,4,1
2586,6,51,Male,Loyal Customer,Personal Travel,Eco,3,1,3,4,3,1,5,1,5,4,4,5,2,5,0
1589,101,11,Male,Loyal Customer,Personal Travel,Eco,3,4,3,4,1,3,1,1,5,4,3,4,5,1,0
731,0,49,Male,Loyal Customer,Personal Travel,Eco,4,3,5,3,3,5,3,3,5,2,4,1,5,3,1
3548,0,59,Male,Loyal Customer,Business travel,Business,3,3,3,3,2,3,3,5,5,5,5,4,5,5,1
326,202,14,Male,Loyal Customer,Personal Travel,Eco,2,4,2,4,2,1,1,3,1,5,4,1,2,1,0
3365,0,34,Male,Loyal Customer,Business travel,Business,3,3,3,3,4,4,4,3,5,5,4,4,5,4,1
679,0,50,Male,Loyal Customer,Business travel,Business,5,5,5,5,4,4,4,4,4,4,4,3,4,3,1
674,0,29,Female,disloyal Customer,Business travel,Business,4,4,4,4,5,4,5,5,5,2,5,3,5,5,1
1050,0,61,Male,Loyal Customer,Business travel,Eco Plus,4,2,2,2,4,4,4,4,4,4,5,5,5,4,1
223,4,45,Female,Loyal Customer,Business travel,Business,2,2,2,2,2,4,4,5,5,5,5,5,5,4,1
2218,0,28,Female,Loyal Customer,Business travel,Business,3,3,3,3,4,4,4,4,3,5,4,5,5,4,1
743,46,38,Female,Loyal Customer,Personal Travel,Eco,1,4,1,4,2,1,5,2,3,4,4,3,5,2,0
612,0,46,Male,Loyal Customer,Business travel,Eco,4,5,5,5,4,4,4,4,1,3,2,4,2,4,1
1754,0,44,Male,Loyal Customer,Business travel,Business,5,5,5,5,3,5,4,5,5,5,5,5,5,5,1
1627,0,51,Male,Loyal Customer,Business travel,Business,1,1,1,1,2,4,5,4,4,4,5,5,4,2,1
2585,0,35,Male,disloyal Customer,Business travel,Business,3,3,3,3,3,3,3,4,3,5,5,3,5,3,0
612,0,28,Female,disloyal Customer,Business travel,Business,2,2,2,1,2,2,2,2,3,3,5,4,4,2,0
3091,0,54,Female,Loyal Customer,Business travel,Business,0,5,0,1,4,5,4,5,5,5,5,4,5,5,1
1604,0,30,Female,Loyal Customer,Business travel,Business,3,3,3,3,4,4,4,4,1,1,2,4,5,4,1
2043,5,41,Female,Loyal Customer,Business travel,Business,2,2,4,2,4,4,5,4,4,4,4,3,4,4,1
611,72,25,Female,disloyal Customer,Business travel,Business,5,5,5,4,5,5,1,5,5,4,4,4,5,5,1
1407,0,59,Female,Loyal Customer,Business travel,Business,3,4,4,4,5,2,3,3,3,3,3,4,3,4,0
1514,1,11,Male,Loyal Customer,Personal Travel,Eco,4,5,5,5,4,5,1,4,4,4,3,3,5,4,0
2935,6,47,Male,Loyal Customer,Business travel,Business,2,2,2,2,2,5,5,3,3,3,3,3,3,3,1
2204,13,43,Male,Loyal Customer,Business travel,Business,1,1,1,1,2,5,5,4,4,4,4,5,4,3,1
509,0,11,Male,Loyal Customer,Personal Travel,Eco Plus,3,4,3,5,5,3,5,5,4,5,5,4,4,5,0
1096,3,30,Male,disloyal Customer,Business travel,Business,0,0,0,1,1,0,1,1,4,5,5,5,4,1,1
237,0,33,Male,Loyal Customer,Business travel,Eco,2,5,5,5,2,2,2,2,2,1,4,1,4,2,0
2330,3,40,Male,Loyal Customer,Business travel,Business,1,1,1,1,3,4,4,5,5,5,5,3,5,3,1
345,0,44,Female,disloyal Customer,Business travel,Business,2,2,2,4,2,2,1,2,3,4,5,4,5,2,0
701,0,32,Male,Loyal Customer,Personal Travel,Business,1,4,1,2,2,1,2,2,1,1,2,4,1,2,0
1096,0,44,Male,Loyal Customer,Business travel,Business,3,3,5,3,2,4,4,4,4,4,4,4,4,4,1
431,0,66,Male,Loyal Customer,Personal Travel,Eco,2,3,2,3,1,2,1,1,4,3,3,4,4,1,0
283,7,29,Male,Loyal Customer,Personal Travel,Eco,1,5,1,2,1,1,1,1,3,3,3,5,4,1,0
3515,0,43,Female,Loyal Customer,Business travel,Business,4,4,4,4,5,5,4,3,3,3,3,5,3,5,1
150,0,38,Female,disloyal Customer,Business travel,Eco,2,0,3,1,3,3,3,3,3,1,4,3,5,3,0
581,0,50,Male,Loyal Customer,Personal Travel,Eco,4,2,4,2,5,4,5,5,3,1,3,2,3,5,0
337,0,69,Male,Loyal Customer,Personal Travel,Eco Plus,1,4,1,3,3,1,1,3,5,4,5,4,5,3,0
2253,0,37,Male,Loyal Customer,Business travel,Business,3,3,3,3,3,5,5,4,4,4,4,5,4,3,1
541,39,22,Female,disloyal Customer,Business travel,Eco,1,5,1,4,1,1,1,1,4,5,4,5,4,1,0
247,110,58,Female,Loyal Customer,Personal Travel,Eco,3,5,3,3,3,5,5,2,2,3,2,5,2,3,0
239,105,44,Female,disloyal Customer,Business travel,Eco,3,4,3,4,3,3,3,3,2,2,3,1,4,3,0
1839,0,21,Female,Loyal Customer,Business travel,Business,2,2,2,2,3,4,3,3,4,4,4,4,4,3,1
650,0,51,Female,Loyal Customer,Business travel,Eco,4,3,3,3,1,4,4,4,4,4,4,1,4,2,0
2419,26,8,Male,Loyal Customer,Personal Travel,Eco,4,4,4,4,4,5,5,3,4,4,5,5,5,5,0
1593,0,16,Male,Loyal Customer,Business travel,Business,4,4,4,4,4,4,4,4,3,2,5,5,4,4,1
1310,39,52,Male,Loyal Customer,Personal Travel,Eco,3,5,3,4,5,3,5,5,5,3,4,4,5,5,0
1587,0,23,Female,Loyal Customer,Personal Travel,Eco Plus,2,5,2,4,1,2,1,1,3,4,4,3,5,1,0
1814,0,31,Male,disloyal Customer,Business travel,Business,1,1,1,2,1,1,1,1,3,2,4,3,5,1,0
1797,0,25,Male,Loyal Customer,Business travel,Business,1,1,5,1,5,5,5,5,1,3,5,1,4,5,1
603,0,48,Male,Loyal Customer,Business travel,Business,3,3,3,3,2,4,5,4,4,4,4,4,4,3,1
448,1,26,Male,Loyal Customer,Personal Travel,Eco,2,4,2,1,2,2,2,2,3,2,5,4,5,2,0
522,0,57,Female,Loyal Customer,Business travel,Eco,4,3,3,3,5,3,2,4,4,4,4,5,4,3,1
273,2,20,Male,disloyal Customer,Business travel,Eco,1,1,1,3,5,1,5,5,2,2,3,1,3,5,0
1085,3,31,Male,Loyal Customer,Business travel,Business,3,3,3,3,4,3,4,4,3,3,5,3,5,4,1
685,27,29,Female,Loyal Customer,Business travel,Eco Plus,1,4,4,4,1,1,1,1,4,2,3,2,4,1,0
907,9,60,Female,Loyal Customer,Business travel,Business,2,3,3,3,4,3,3,2,2,1,2,1,2,4,0
224,0,57,Female,Loyal Customer,Personal Travel,Eco,5,2,0,2,1,2,3,5,5,0,5,3,5,4,1
550,8,53,Male,Loyal Customer,Personal Travel,Eco,2,3,2,2,2,2,5,2,3,2,1,3,5,2,0
919,0,64,Male,Loyal Customer,Personal Travel,Eco,3,5,3,3,2,3,2,2,5,1,1,4,3,2,0
425,0,13,Female,Loyal Customer,Personal Travel,Eco,1,0,1,4,2,1,2,2,5,3,4,3,4,2,0
867,56,28,Female,disloyal Customer,Business travel,Eco,3,4,4,4,4,4,3,4,2,2,2,4,2,4,0
403,7,25,Female,Loyal Customer,Personal Travel,Eco,0,5,0,1,3,0,3,3,5,2,4,5,4,3,1
200,0,9,Female,Loyal Customer,Personal Travel,Eco,3,3,3,3,1,3,1,1,3,5,4,4,4,1,0
517,2,49,Female,Loyal Customer,Business travel,Business,1,1,1,1,3,4,5,4,4,4,4,4,4,3,1
3516,0,58,Female,Loyal Customer,Business travel,Business,4,4,4,4,3,5,5,4,4,4,4,5,4,3,1
431,0,21,Female,Loyal Customer,Personal Travel,Eco,3,4,3,4,1,3,1,1,3,2,4,5,5,1,0
1990,0,11,Male,Loyal Customer,Business travel,Eco Plus,2,2,2,2,2,2,1,2,1,4,4,3,4,2,0
1754,33,49,Male,disloyal Customer,Business travel,Eco,3,3,3,3,4,3,5,4,1,4,3,4,4,4,0
725,6,28,Female,disloyal Customer,Business travel,Eco,2,2,2,1,2,2,4,2,2,1,1,5,1,2,0
2862,0,20,Female,Loyal Customer,Business travel,Business,2,2,2,2,5,5,5,5,3,3,5,4,4,5,1
671,0,24,Female,Loyal Customer,Business travel,Business,5,5,5,5,5,5,5,5,5,5,2,2,2,5,1
2679,0,40,Male,Loyal Customer,Business travel,Business,1,1,1,1,5,4,5,4,4,4,4,5,4,3,1
479,0,50,Female,Loyal Customer,Business travel,Business,4,4,4,4,4,5,4,5,5,5,5,4,5,3,1
3724,19,43,Female,Loyal Customer,Business travel,Business,3,3,3,3,4,4,5,5,5,5,5,4,5,3,1
1909,0,39,Male,Loyal Customer,Business travel,Business,5,5,5,5,4,2,5,5,5,5,5,4,5,3,1
813,0,59,Female,Loyal Customer,Business travel,Business,2,2,2,2,5,4,4,5,5,5,5,5,5,4,1
920,0,9,Female,Loyal Customer,Personal Travel,Eco Plus,3,5,4,3,2,4,3,2,4,5,4,3,5,2,0
321,0,10,Male,Loyal Customer,Personal Travel,Eco,2,4,5,3,3,5,3,3,3,2,3,1,4,3,0
2379,0,35,Male,Loyal Customer,Business travel,Business,1,1,1,1,2,4,5,4,4,4,4,4,4,5,1
432,11,20,Female,Loyal Customer,Business travel,Eco Plus,2,1,1,1,2,2,2,2,2,2,4,4,4,2,0
657,0,65,Female,Loyal Customer,Personal Travel,Eco,4,2,4,3,5,4,4,3,3,4,5,1,3,4,0
1310,62,62,Female,Loyal Customer,Personal Travel,Eco Plus,3,4,3,4,5,5,4,3,3,3,3,5,3,5,0
3799,81,40,Male,Loyal Customer,Business travel,Business,2,2,5,2,2,4,5,5,5,5,5,3,5,3,1
1389,0,54,Female,Loyal Customer,Business travel,Business,3,3,5,3,2,4,4,5,5,5,5,4,5,3,1
102,0,52,Female,Loyal Customer,Business travel,Eco,5,5,5,5,1,4,2,5,5,5,5,3,5,5,1
319,0,48,Male,Loyal Customer,Business travel,Business,2,2,5,2,3,5,4,5,5,4,5,4,5,5,1
1075,21,36,Female,disloyal Customer,Business travel,Eco Plus,2,1,1,3,4,1,4,4,1,3,4,3,3,4,0
1028,1,40,Female,Loyal Customer,Business travel,Business,4,4,4,4,2,1,2,5,5,5,5,2,5,5,1
813,0,54,Male,Loyal Customer,Business travel,Business,5,5,4,5,2,4,5,2,2,2,2,4,2,3,1
1205,36,42,Female,Loyal Customer,Business travel,Eco,1,3,3,3,1,3,3,1,1,1,1,4,1,2,0
3494,1,55,Female,Loyal Customer,Business travel,Business,5,5,5,5,3,5,5,3,3,3,3,5,3,5,1
1747,11,52,Female,Loyal Customer,Personal Travel,Eco,1,2,1,3,3,4,3,1,1,1,1,3,1,4,0
2660,15,54,Male,Loyal Customer,Business travel,Business,2,2,2,2,2,4,3,2,2,2,2,3,2,3,0
2273,0,41,Female,Loyal Customer,Business travel,Business,3,3,1,3,3,5,5,5,5,4,5,3,5,4,1
2686,0,58,Female,Loyal Customer,Business travel,Business,3,3,3,3,4,5,4,4,4,4,4,5,4,3,1
226,0,9,Female,Loyal Customer,Personal Travel,Eco,1,4,1,3,1,1,1,1,3,3,4,5,5,1,0
594,7,49,Female,Loyal Customer,Business travel,Eco,1,4,4,4,3,4,3,1,1,1,1,2,1,4,0
360,0,67,Male,Loyal Customer,Business travel,Eco,3,5,5,5,3,3,3,3,3,2,4,4,3,3,0
196,0,62,Male,Loyal Customer,Business travel,Business,1,1,1,1,3,4,5,4,4,4,4,4,4,3,1
1699,2,43,Female,Loyal Customer,Business travel,Business,2,2,2,2,4,4,4,3,3,3,3,4,3,4,1
910,0,34,Female,Loyal Customer,Business travel,Business,2,2,2,2,3,5,5,4,4,4,4,4,4,5,1
391,0,28,Male,disloyal Customer,Business travel,Eco,1,0,1,2,1,1,1,1,3,1,5,5,3,1,0
409,0,25,Male,Loyal Customer,Business travel,Eco Plus,0,4,0,5,1,0,1,1,5,1,4,4,2,1,1
1956,3,23,Male,Loyal Customer,Business travel,Eco Plus,4,2,2,2,4,4,2,4,1,1,2,2,4,4,0
404,0,38,Female,Loyal Customer,Personal Travel,Eco,1,4,1,2,4,1,4,4,3,5,5,4,5,4,0
333,0,59,Female,Loyal Customer,Business travel,Business,2,2,2,2,4,5,5,4,4,4,4,5,4,4,1
612,0,54,Female,Loyal Customer,Business travel,Business,3,3,3,3,5,4,5,4,4,4,4,5,4,5,1
1671,2,46,Female,Loyal Customer,Business travel,Business,1,1,1,1,2,3,4,2,2,2,2,3,2,4,1
308,0,41,Male,Loyal Customer,Personal Travel,Eco Plus,3,5,3,4,2,3,2,2,5,5,5,5,4,2,0
329,0,29,Male,Loyal Customer,Business travel,Eco Plus,0,0,0,1,2,0,2,2,5,3,1,2,2,2,1
3266,0,50,Male,Loyal Customer,Business travel,Business,2,2,2,2,4,4,4,4,4,4,4,3,4,4,1
2777,0,35,Female,Loyal Customer,Personal Travel,Eco Plus,2,4,2,3,2,5,5,4,4,4,4,5,4,5,0
240,0,68,Female,disloyal Customer,Business travel,Business,2,2,2,2,3,2,4,3,2,1,2,2,2,3,0
728,2,26,Male,disloyal Customer,Business travel,Business,3,2,2,3,5,2,1,5,4,2,5,3,5,5,0
332,0,14,Female,Loyal Customer,Personal Travel,Eco,3,4,4,4,1,4,1,1,3,2,3,4,4,1,0
550,0,54,Female,Loyal Customer,Personal Travel,Eco Plus,3,4,3,3,4,3,3,3,3,3,3,2,3,2,0
762,14,27,Female,Loyal Customer,Personal Travel,Eco,1,4,1,5,1,1,1,1,5,2,5,4,5,1,0
3382,0,52,Male,Loyal Customer,Business travel,Business,3,3,3,3,3,5,4,4,4,4,4,3,4,4,1
2864,0,29,Female,Loyal Customer,Business travel,Business,5,5,5,5,3,3,3,3,5,5,5,3,5,3,1
2896,0,44,Male,Loyal Customer,Business travel,Business,4,4,4,4,2,4,1,5,5,5,5,1,5,1,1
919,0,46,Female,Loyal Customer,Business travel,Eco,3,3,2,3,5,3,2,4,4,3,4,4,4,4,0
628,8,40,Male,Loyal Customer,Business travel,Business,1,3,3,3,4,3,3,1,1,1,1,1,1,1,0
271,0,31,Male,Loyal Customer,Personal Travel,Eco,3,0,3,3,5,3,5,5,5,5,5,3,5,5,0
569,0,47,Male,Loyal Customer,Personal Travel,Eco,2,5,2,2,5,2,5,5,4,4,4,3,4,5,0
3332,0,55,Female,Loyal Customer,Business travel,Business,2,2,2,2,3,3,3,4,4,4,4,2,4,1,1
304,0,65,Male,Loyal Customer,Personal Travel,Eco,3,5,3,5,1,3,1,1,4,2,5,4,5,1,0
1052,24,25,Male,disloyal Customer,Business travel,Eco,2,1,1,2,5,1,5,5,4,2,4,3,5,5,0
1762,69,23,Female,Loyal Customer,Business travel,Business,5,5,5,5,4,4,4,4,4,2,3,1,1,4,1
1371,2,57,Female,disloyal Customer,Business travel,Eco Plus,2,2,2,4,1,2,1,1,3,3,3,4,3,1,0
554,11,25,Female,disloyal Customer,Business travel,Business,1,5,1,3,4,1,4,4,5,2,4,4,5,4,0
427,0,43,Female,Loyal Customer,Personal Travel,Eco,1,2,5,3,2,3,4,2,2,5,2,1,2,1,0
861,0,13,Female,Loyal Customer,Personal Travel,Eco,2,5,3,3,2,3,2,2,3,3,4,3,4,2,0
1589,10,53,Male,Loyal Customer,Business travel,Business,4,4,4,4,1,1,2,4,4,4,4,2,4,1,0
680,0,60,Male,Loyal Customer,Business travel,Eco,4,3,3,3,4,4,4,4,3,4,3,4,4,4,0
3004,5,42,Female,Loyal Customer,Business travel,Business,5,5,3,5,3,5,5,5,5,5,5,5,5,4,1
700,71,25,Male,Loyal Customer,Business travel,Business,2,2,2,2,2,2,2,2,3,5,3,1,3,2,0
290,0,48,Female,Loyal Customer,Business travel,Business,2,3,3,3,4,4,3,2,2,2,2,1,2,3,0
911,0,37,Female,disloyal Customer,Business travel,Eco,2,2,2,3,1,2,1,1,4,2,1,1,3,1,0
2381,0,59,Female,Loyal Customer,Business travel,Business,3,1,1,1,1,3,4,3,3,3,3,4,3,4,0
971,1,29,Female,Loyal Customer,Personal Travel,Eco,2,2,2,3,4,2,4,4,1,2,3,4,3,4,0
3471,40,53,Male,Loyal Customer,Business travel,Business,1,1,1,1,4,5,5,4,4,4,4,4,4,5,1
2419,0,49,Male,Loyal Customer,Business travel,Business,4,4,4,4,5,4,5,4,4,4,4,4,4,3,1
2454,44,46,Male,Loyal Customer,Business travel,Business,2,2,2,2,5,4,4,4,3,4,5,4,4,4,1
366,0,51,Female,Loyal Customer,Business travel,Business,1,1,1,1,3,4,4,4,4,5,4,5,4,4,1
1605,0,59,Male,Loyal Customer,Personal Travel,Eco,2,4,2,3,4,2,4,4,3,3,5,4,4,4,0
2496,0,25,Female,Loyal Customer,Business travel,Business,4,4,4,4,4,4,4,4,2,4,4,4,5,4,1
1390,0,31,Male,Loyal Customer,Business travel,Business,1,1,1,1,4,4,4,4,5,3,3,1,2,4,1
409,0,23,Female,disloyal Customer,Business travel,Eco,1,4,1,2,4,1,4,4,1,2,4,5,5,4,0
1390,8,21,Female,Loyal Customer,Personal Travel,Eco,3,4,3,3,2,3,2,2,2,4,3,3,3,2,0
717,0,36,Male,disloyal Customer,Business travel,Eco,1,1,1,4,1,1,2,1,2,1,4,2,3,1,0
1416,0,25,Female,disloyal Customer,Business travel,Eco,1,1,1,3,3,1,3,3,1,4,5,3,4,3,0
805,0,20,Female,Loyal Customer,Personal Travel,Eco,2,5,3,4,1,3,2,1,5,3,5,1,1,1,0
542,0,24,Female,Loyal Customer,Business travel,Business,5,5,5,5,4,4,4,4,2,3,3,5,3,4,1
120,0,26,Female,disloyal Customer,Business travel,Eco,4,4,4,4,3,4,3,3,2,2,1,2,2,3,0
740,0,19,Female,disloyal Customer,Business travel,Eco,3,3,3,3,3,3,3,3,5,3,1,4,5,3,0
1489,0,49,Female,Loyal Customer,Business travel,Business,3,5,1,5,5,4,4,3,3,3,3,4,3,3,0
493,15,66,Male,Loyal Customer,Personal Travel,Eco,2,5,2,3,5,2,5,5,5,5,5,4,5,5,0
869,0,52,Female,Loyal Customer,Personal Travel,Eco,2,3,2,4,1,4,3,3,3,2,2,1,3,3,0
101,0,85,Female,disloyal Customer,Business travel,Business,2,2,2,3,2,3,3,1,2,2,2,3,2,3,0
1055,0,9,Male,Loyal Customer,Personal Travel,Eco,2,5,2,4,2,2,2,2,5,4,5,3,5,2,0
1107,1,57,Female,Loyal Customer,Business travel,Business,2,2,2,2,4,5,5,5,5,5,5,5,5,4,1
671,3,27,Female,Loyal Customer,Business travel,Business,3,5,5,5,3,3,3,3,2,5,2,2,2,3,0
2239,8,49,Female,Loyal Customer,Business travel,Eco,1,3,3,3,1,4,4,1,1,1,1,2,1,1,0
2611,0,33,Female,Loyal Customer,Business travel,Eco Plus,3,1,5,1,3,3,3,3,4,1,3,3,2,3,0
158,67,20,Female,Loyal Customer,Personal Travel,Eco,2,4,2,3,3,2,3,3,4,4,4,4,4,3,0
1303,1,14,Male,Loyal Customer,Personal Travel,Eco,2,1,2,3,3,2,3,3,4,3,2,2,3,3,0
2475,0,37,Male,Loyal Customer,Business travel,Business,1,1,1,1,5,4,4,5,5,5,5,5,5,3,1
502,0,55,Female,Loyal Customer,Personal Travel,Eco,2,5,2,4,5,4,4,4,4,2,2,5,4,5,0
369,0,34,Male,disloyal Customer,Business travel,Eco,3,0,4,2,3,4,3,3,3,4,3,1,3,3,0
551,0,53,Female,Loyal Customer,Business travel,Business,1,1,1,1,3,3,4,1,1,1,1,4,1,3,0
3846,23,59,Male,Loyal Customer,Business travel,Business,3,3,3,3,4,4,5,4,4,4,4,5,4,5,1
926,0,58,Female,Loyal Customer,Personal Travel,Eco,2,4,2,5,2,4,4,3,3,2,4,4,3,5,0
531,0,23,Female,disloyal Customer,Business travel,Eco,1,5,1,1,2,1,2,2,3,1,5,4,3,2,0
370,0,20,Male,disloyal Customer,Business travel,Eco Plus,1,1,1,3,3,1,4,3,2,5,3,1,4,3,0
369,0,34,Female,Loyal Customer,Business travel,Business,1,4,1,1,2,1,4,4,4,4,4,3,4,1,1
936,0,68,Female,Loyal Customer,Personal Travel,Eco Plus,3,4,3,1,4,4,5,5,5,3,5,4,5,4,0
1085,4,44,Male,Loyal Customer,Personal Travel,Eco,1,4,1,3,3,1,3,3,5,2,5,3,4,3,0
2704,0,47,Male,Loyal Customer,Business travel,Business,1,1,1,1,4,3,4,5,5,5,5,5,5,4,1
184,3,70,Female,Loyal Customer,Personal Travel,Eco,2,4,2,4,3,4,5,2,2,2,3,3,2,3,0
265,42,32,Male,Loyal Customer,Personal Travel,Eco,2,4,2,4,5,2,5,5,2,1,4,2,2,5,0
937,0,62,Male,Loyal Customer,Personal Travel,Eco,2,5,2,5,5,2,5,5,3,2,5,4,4,5,0
1024,45,20,Female,Loyal Customer,Personal Travel,Eco,2,4,2,3,4,2,2,4,3,4,4,5,4,4,0
903,0,14,Male,Loyal Customer,Personal Travel,Eco,3,5,3,3,3,3,3,3,5,4,4,5,5,3,0
3058,6,27,Male,Loyal Customer,Business travel,Business,4,4,4,4,4,4,4,4,5,4,4,3,5,4,1
813,0,48,Male,Loyal Customer,Business travel,Eco Plus,1,4,4,4,1,1,1,1,1,3,4,2,3,1,0
